Pharmacy_Name,Area,Medicine_Name,Medicine_Category,Stock_Quantity,Reorder_Level,Daily_Usage,Demand_Level,Delivery_Time_Days,Season,Disease_Outbreak,Date,Availability,Contact_Number,Opening_Hour,Closing_Hour,Home_Delivery,Delivery_Time_Minutes,Pharmacy_Type,Last_Updated
Wellness,Thane,Azithromycin,Antibiotic,42,25,12,Medium,3,Rainy,No,2025-06-29,Available,9338993689,10,23,No,47,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Cetrizine,Allergy,57,45,13,Medium,4,Winter,Yes,2025-11-05,Available,9672631912,9,21,Yes,31,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Metformin,Diabetes,26,43,14,Medium,6,Rainy,Yes,2025-06-27,Low Stock,9412039589,8,21,No,23,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Azithromycin,Antibiotic,9,50,14,Medium,6,Rainy,Yes,2025-07-31,Low Stock,9763934285,9,22,No,10,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Dolo,Painkiller,43,50,9,Medium,4,Summer,No,2025-03-09,Low Stock,9311891985,9,22,No,49,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,ORS,Hydration,22,27,19,High,5,Rainy,Yes,2025-06-06,Low Stock,9684204173,9,23,No,34,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Amoxicillin,Antibiotic,12,23,6,Low,6,Summer,No,2025-04-15,Low Stock,9110841799,8,22,No,44,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Paracetamol,Painkiller,38,36,13,Medium,2,Summer,No,2025-03-01,Available,9924745224,10,22,No,40,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Amoxicillin,Antibiotic,42,32,9,Medium,6,Summer,No,2025-04-11,Available,9120852021,10,22,Yes,11,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Vitamin D,Supplement,19,50,8,Low,6,Summer,No,2025-09-18,Low Stock,9262113946,8,21,No,41,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Vitamin D,Supplement,43,23,9,Medium,5,Summer,No,2025-03-18,Available,9169288315,8,23,Yes,30,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Metformin,Diabetes,11,27,14,Medium,3,Rainy,Yes,2025-06-11,Low Stock,9642486301,8,23,No,14,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Insulin,Diabetes,73,28,7,Low,3,Summer,No,2025-05-31,Available,9156168467,9,21,Yes,43,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Paracetamol,Painkiller,26,29,14,Medium,3,Rainy,Yes,2025-08-10,Low Stock,9874297984,9,22,No,18,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Cetrizine,Allergy,79,49,19,High,5,Rainy,Yes,2025-08-15,Available,9883079845,10,22,Yes,14,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Metformin,Diabetes,32,42,12,Medium,2,Summer,No,2025-10-04,Low Stock,9814008385,10,23,Yes,11,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Amoxicillin,Antibiotic,53,37,14,Medium,6,Summer,No,2025-02-11,Available,9286041505,10,22,No,21,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Vitamin D,Supplement,26,20,8,Low,4,Summer,No,2025-04-22,Available,9881090402,8,23,Yes,27,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,ORS,Hydration,24,48,20,High,5,Rainy,Yes,2025-07-31,Low Stock,9187468213,8,21,No,31,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Paracetamol,Painkiller,27,28,18,High,3,Winter,Yes,2025-12-19,Low Stock,9726846084,8,23,No,42,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Amoxicillin,Antibiotic,13,31,14,Medium,3,Summer,No,2025-03-11,Low Stock,9487207152,10,21,No,48,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Metformin,Diabetes,19,39,13,Medium,5,Summer,No,2025-09-07,Low Stock,9688026668,9,22,No,47,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Paracetamol,Painkiller,79,43,12,Medium,5,Summer,No,2025-03-26,Available,9505703634,8,22,Yes,18,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Vitamin D,Supplement,50,22,13,Medium,3,Winter,No,2025-01-08,Available,9929188142,10,23,Yes,54,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Amoxicillin,Antibiotic,27,49,19,High,4,Winter,Yes,2025-01-07,Low Stock,9859769182,8,21,No,48,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Vitamin D,Supplement,75,30,9,Medium,4,Summer,No,2025-04-22,Available,9204164024,9,21,Yes,52,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Azithromycin,Antibiotic,15,26,11,Medium,6,Summer,No,2025-04-13,Low Stock,9645825150,9,23,Yes,32,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Vitamin D,Supplement,16,25,5,Low,5,Summer,No,2025-03-11,Low Stock,9521282798,8,21,No,25,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Metformin,Diabetes,48,44,13,Medium,3,Summer,No,2025-10-24,Available,9194911325,8,23,Yes,38,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Vitamin D,Supplement,39,44,19,High,2,Winter,Yes,2025-11-11,Low Stock,9942985338,8,23,No,15,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,ORS,Hydration,59,39,9,Medium,2,Winter,No,2025-11-17,Available,9786963284,8,22,Yes,26,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Amoxicillin,Antibiotic,57,32,8,Low,6,Summer,No,2025-05-15,Available,9424698854,8,22,No,18,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,Vitamin D,Supplement,64,37,15,Medium,5,Rainy,Yes,2025-08-03,Available,9998970747,10,21,Yes,45,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Metformin,Diabetes,18,47,14,Medium,6,Summer,No,2025-02-01,Low Stock,9677085471,10,22,No,13,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Amoxicillin,Antibiotic,73,42,6,Low,4,Summer,No,2025-04-13,Available,9414556568,8,21,Yes,13,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Dolo,Painkiller,69,49,12,Medium,2,Rainy,No,2025-06-06,Available,9263158741,9,21,Yes,54,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,ORS,Hydration,35,41,8,Low,5,Summer,No,2025-09-09,Low Stock,9496352295,8,21,Yes,28,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Cetrizine,Allergy,3,43,16,High,6,Winter,Yes,2025-11-09,Low Stock,9944851852,10,21,Yes,46,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Paracetamol,Painkiller,2,34,14,Medium,5,Summer,No,2025-03-30,Low Stock,9205224524,9,23,No,35,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Azithromycin,Antibiotic,76,26,9,Medium,6,Summer,No,2025-05-02,Available,9195282081,9,22,Yes,23,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Paracetamol,Painkiller,72,25,11,Medium,4,Winter,No,2025-12-16,Available,9851983114,8,22,Yes,34,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Insulin,Diabetes,75,41,13,Medium,6,Winter,No,2025-12-08,Available,9685951567,10,21,Yes,49,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Azithromycin,Antibiotic,31,44,11,Medium,6,Summer,No,2025-09-10,Low Stock,9486190720,10,22,No,15,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,ORS,Hydration,36,47,15,Medium,2,Winter,No,2025-11-09,Low Stock,9572258702,9,22,Yes,18,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Insulin,Diabetes,18,38,16,High,6,Winter,Yes,2025-12-12,Low Stock,9323343406,9,22,Yes,50,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Crocin,Painkiller,39,30,7,Low,3,Rainy,No,2025-07-03,Available,9953170159,8,23,Yes,27,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Insulin,Diabetes,57,44,24,High,3,Winter,Yes,2025-12-08,Available,9637899118,9,23,No,42,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,ORS,Hydration,66,27,14,Medium,4,Winter,No,2025-12-21,Available,9847270449,8,22,Yes,17,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Vitamin D,Supplement,15,29,16,High,3,Rainy,Yes,2025-08-01,Low Stock,9405926546,10,21,Yes,32,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,Paracetamol,Painkiller,28,41,13,Medium,6,Rainy,No,2025-06-21,Low Stock,9853072284,9,23,No,51,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Dolo,Painkiller,32,38,5,Low,6,Summer,No,2025-05-19,Low Stock,9655956076,8,23,No,27,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Azithromycin,Antibiotic,40,22,6,Low,6,Summer,No,2025-10-20,Available,9486891500,8,23,Yes,11,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Vitamin D,Supplement,11,27,8,Low,5,Winter,No,2025-12-09,Low Stock,9507151513,9,23,Yes,39,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Dolo,Painkiller,10,44,11,Medium,6,Winter,No,2025-01-07,Low Stock,9419362104,9,21,No,54,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Insulin,Diabetes,70,39,6,Low,2,Summer,No,2025-05-15,Available,9755439049,8,22,Yes,24,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Crocin,Painkiller,14,46,10,Medium,6,Summer,No,2025-03-05,Low Stock,9800762958,9,22,Yes,59,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Insulin,Diabetes,77,31,11,Medium,3,Summer,No,2025-03-08,Available,9732855665,10,22,No,45,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Cetrizine,Allergy,45,38,14,Medium,3,Summer,No,2025-03-07,Available,9686024149,10,21,Yes,56,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Dolo,Painkiller,44,47,12,Medium,5,Rainy,No,2025-07-23,Low Stock,9544494054,9,22,Yes,14,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Amoxicillin,Antibiotic,74,20,19,High,3,Winter,Yes,2025-01-05,Available,9681182406,9,22,No,49,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,ORS,Hydration,44,24,13,Medium,3,Summer,No,2025-04-11,Available,9732249081,10,21,Yes,41,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,ORS,Hydration,44,48,21,High,2,Rainy,Yes,2025-07-10,Low Stock,9601295585,9,21,Yes,37,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Metformin,Diabetes,63,37,11,Medium,5,Summer,No,2025-09-13,Available,9398613035,10,21,Yes,27,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Dolo,Painkiller,42,48,16,High,5,Rainy,Yes,2025-08-19,Low Stock,9279758005,10,21,Yes,31,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,ORS,Hydration,46,36,14,Medium,3,Winter,Yes,2025-12-17,Available,9271763940,10,22,No,46,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Amoxicillin,Antibiotic,62,29,9,Medium,6,Winter,No,2025-12-29,Available,9850989520,10,23,Yes,24,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Crocin,Painkiller,9,23,9,Medium,4,Rainy,No,2025-08-05,Low Stock,9575638679,9,22,No,11,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Vitamin D,Supplement,58,45,8,Low,2,Summer,No,2025-03-20,Available,9662889612,8,21,Yes,59,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Crocin,Painkiller,26,30,10,Medium,3,Summer,No,2025-10-29,Low Stock,9879707316,10,22,Yes,15,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Amoxicillin,Antibiotic,79,32,8,Low,4,Summer,No,2025-05-10,Available,9941552970,10,23,No,31,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,Crocin,Painkiller,79,21,16,High,2,Rainy,Yes,2025-08-16,Available,9793669978,8,22,Yes,59,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Dolo,Painkiller,6,24,10,Medium,4,Summer,No,2025-04-01,Low Stock,9623135319,10,21,Yes,57,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Metformin,Diabetes,26,21,13,Medium,6,Summer,No,2025-10-01,Available,9855192782,9,23,No,60,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Vitamin D,Supplement,12,35,12,Medium,2,Summer,No,2025-05-02,Low Stock,9345213139,9,21,No,26,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Paracetamol,Painkiller,70,49,12,Medium,6,Summer,No,2025-04-27,Available,9994638988,8,21,Yes,40,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Cetrizine,Allergy,4,31,9,Medium,6,Summer,No,2025-02-04,Low Stock,9993734899,9,21,Yes,12,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Dolo,Painkiller,48,20,11,Medium,5,Rainy,No,2025-07-28,Available,9364912019,10,21,Yes,45,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Insulin,Diabetes,41,42,10,Medium,2,Rainy,No,2025-08-03,Low Stock,9710708888,8,22,Yes,11,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Azithromycin,Antibiotic,53,44,8,Low,2,Summer,No,2025-10-12,Available,9524550312,9,22,Yes,50,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Metformin,Diabetes,7,32,10,Medium,3,Rainy,No,2025-06-07,Low Stock,9631501242,8,22,No,58,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Cetrizine,Allergy,43,20,5,Low,5,Summer,No,2025-05-16,Available,9452160483,8,23,No,22,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Amoxicillin,Antibiotic,68,34,13,Medium,5,Rainy,No,2025-08-14,Available,9634024237,10,21,Yes,24,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Metformin,Diabetes,13,45,5,Low,3,Summer,No,2025-02-02,Low Stock,9614864854,9,21,Yes,59,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Cetrizine,Allergy,79,35,11,Medium,6,Summer,No,2025-02-04,Available,9632194910,10,23,No,14,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Vitamin D,Supplement,3,21,17,High,4,Winter,Yes,2025-11-10,Low Stock,9180974760,10,21,Yes,54,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Paracetamol,Painkiller,6,36,6,Low,2,Winter,No,2025-01-22,Low Stock,9214613509,10,22,Yes,20,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Dolo,Painkiller,11,47,13,Medium,5,Rainy,No,2025-08-04,Low Stock,9231303782,10,21,No,39,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,ORS,Hydration,19,46,11,Medium,6,Summer,No,2025-03-26,Low Stock,9493954207,10,22,Yes,13,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Azithromycin,Antibiotic,11,20,7,Low,2,Summer,No,2025-04-08,Low Stock,9785310310,9,21,No,21,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,ORS,Hydration,45,50,5,Low,4,Summer,No,2025-04-28,Low Stock,9602449111,9,22,Yes,10,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Crocin,Painkiller,13,22,9,Medium,4,Summer,No,2025-10-04,Low Stock,9174944194,8,22,Yes,29,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Metformin,Diabetes,55,21,8,Low,2,Summer,No,2025-05-09,Available,9828058852,10,23,Yes,53,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Cetrizine,Allergy,17,39,9,Medium,4,Winter,No,2025-11-28,Low Stock,9888105265,8,23,Yes,29,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Paracetamol,Painkiller,27,36,17,High,3,Winter,Yes,2025-01-21,Low Stock,9399143822,8,21,No,19,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Vitamin D,Supplement,30,20,12,Medium,4,Winter,No,2025-01-13,Available,9349827175,9,22,Yes,23,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Metformin,Diabetes,54,21,5,Low,4,Rainy,No,2025-06-29,Available,9598130420,10,21,No,55,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Azithromycin,Antibiotic,50,23,20,High,4,Winter,Yes,2025-11-22,Available,9398165063,9,21,Yes,38,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Dolo,Painkiller,34,33,21,High,2,Winter,Yes,2025-12-21,Available,9983950554,10,21,Yes,30,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Metformin,Diabetes,48,49,12,Medium,6,Summer,No,2025-10-19,Low Stock,9910694726,9,21,Yes,40,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Azithromycin,Antibiotic,44,30,13,Medium,2,Winter,No,2025-12-07,Available,9188323058,10,23,Yes,60,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Cetrizine,Allergy,17,23,7,Low,3,Summer,No,2025-09-29,Low Stock,9644988054,8,21,Yes,28,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Vitamin D,Supplement,34,44,5,Low,4,Summer,No,2025-05-03,Low Stock,9689508570,8,23,Yes,37,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,Insulin,Diabetes,70,27,22,High,4,Winter,Yes,2025-11-26,Available,9439754405,8,23,Yes,26,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Insulin,Diabetes,63,49,7,Low,5,Summer,No,2025-03-05,Available,9155361949,9,22,Yes,10,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Metformin,Diabetes,51,47,7,Low,4,Summer,No,2025-09-24,Available,9105569542,10,21,No,28,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Dolo,Painkiller,47,28,8,Low,4,Summer,No,2025-04-11,Available,9955466210,9,21,No,43,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Metformin,Diabetes,69,27,13,Medium,5,Rainy,No,2025-06-19,Available,9685292005,8,21,No,14,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Cetrizine,Allergy,63,50,12,Medium,6,Rainy,No,2025-08-17,Available,9777083585,9,22,No,54,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Insulin,Diabetes,46,35,15,Medium,3,Summer,No,2025-04-12,Available,9452754811,9,23,No,33,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Insulin,Diabetes,72,24,15,Medium,2,Summer,No,2025-09-21,Available,9383073538,10,23,No,51,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Cetrizine,Allergy,80,38,14,Medium,3,Summer,No,2025-04-12,Available,9409930291,9,23,No,49,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Vitamin D,Supplement,36,27,23,High,6,Rainy,Yes,2025-06-13,Available,9387651937,10,21,Yes,40,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Vitamin D,Supplement,55,29,11,Medium,5,Rainy,Yes,2025-07-25,Available,9207201324,8,21,No,30,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Metformin,Diabetes,35,39,10,Medium,2,Winter,No,2025-01-14,Low Stock,9212946966,8,21,No,29,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Crocin,Painkiller,50,36,13,Medium,2,Rainy,No,2025-07-23,Available,9920293993,10,22,No,50,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Vitamin D,Supplement,78,30,8,Low,6,Summer,No,2025-04-09,Available,9778873519,9,22,Yes,59,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Crocin,Painkiller,43,25,8,Low,2,Winter,No,2025-12-21,Available,9561876681,8,21,Yes,44,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Dolo,Painkiller,69,47,14,Medium,5,Winter,No,2025-01-30,Available,9599473579,10,23,Yes,27,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Amoxicillin,Antibiotic,12,28,10,Medium,2,Rainy,Yes,2025-06-29,Low Stock,9969612880,8,22,Yes,19,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Dolo,Painkiller,69,44,18,High,4,Rainy,Yes,2025-06-23,Available,9330777514,10,23,Yes,22,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,ORS,Hydration,67,46,7,Low,4,Summer,No,2025-05-19,Available,9680018195,9,23,No,48,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Metformin,Diabetes,76,33,13,Medium,6,Winter,No,2025-11-02,Available,9852660875,10,23,No,59,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Paracetamol,Painkiller,36,34,22,High,3,Winter,Yes,2025-12-03,Available,9804222891,10,21,Yes,44,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Dolo,Painkiller,75,48,6,Low,6,Summer,No,2025-10-18,Available,9906770472,9,23,No,43,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Paracetamol,Painkiller,30,45,14,Medium,5,Summer,No,2025-04-17,Low Stock,9222544284,8,21,Yes,13,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Amoxicillin,Antibiotic,33,36,14,Medium,6,Winter,No,2025-01-05,Low Stock,9638773754,9,23,Yes,18,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Cetrizine,Allergy,39,33,14,Medium,5,Winter,Yes,2025-12-01,Available,9211986018,9,22,Yes,11,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Cetrizine,Allergy,74,24,13,Medium,3,Summer,No,2025-02-25,Available,9512878634,10,22,Yes,39,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Azithromycin,Antibiotic,47,33,8,Low,3,Summer,No,2025-04-18,Available,9476906134,10,22,Yes,55,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Crocin,Painkiller,48,30,5,Low,6,Summer,No,2025-10-22,Available,9990336952,9,22,No,55,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,Amoxicillin,Antibiotic,31,49,13,Medium,6,Rainy,No,2025-08-19,Low Stock,9178722103,8,23,No,45,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Metformin,Diabetes,40,47,13,Medium,2,Rainy,Yes,2025-06-22,Low Stock,9439352863,10,22,Yes,32,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,ORS,Hydration,29,42,14,Medium,2,Winter,Yes,2025-01-30,Low Stock,9590460243,10,21,Yes,45,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,ORS,Hydration,27,21,13,Medium,6,Rainy,Yes,2025-06-06,Available,9485356659,9,23,Yes,39,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Crocin,Painkiller,23,47,13,Medium,2,Summer,No,2025-03-03,Low Stock,9534632284,10,21,No,22,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Amoxicillin,Antibiotic,74,48,13,Medium,6,Summer,No,2025-09-16,Available,9825053878,10,21,No,23,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,Crocin,Painkiller,60,45,22,High,5,Rainy,Yes,2025-07-10,Available,9456321757,9,21,Yes,47,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,ORS,Hydration,7,21,15,Medium,5,Summer,No,2025-09-23,Low Stock,9868655121,9,23,No,30,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Metformin,Diabetes,69,41,12,Medium,2,Winter,No,2025-11-05,Available,9703940607,9,22,No,60,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,ORS,Hydration,0,27,16,High,3,Winter,Yes,2025-01-01,Out of Stock,9878817468,9,23,Yes,23,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,ORS,Hydration,49,30,13,Medium,6,Summer,No,2025-04-23,Available,9832498492,9,22,Yes,55,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Paracetamol,Painkiller,79,26,13,Medium,4,Winter,No,2025-11-28,Available,9127937470,10,21,Yes,38,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,34,41,9,Medium,5,Summer,No,2025-04-07,Low Stock,9268484844,10,22,No,48,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Vitamin D,Supplement,0,38,7,Low,6,Summer,No,2025-04-30,Out of Stock,9794197724,9,22,No,23,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,ORS,Hydration,9,34,15,Medium,4,Rainy,Yes,2025-06-18,Low Stock,9573473206,10,23,Yes,39,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Amoxicillin,Antibiotic,69,50,14,Medium,5,Winter,No,2025-12-21,Available,9641345645,8,22,No,15,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Vitamin D,Supplement,9,24,23,High,4,Winter,Yes,2025-01-04,Low Stock,9685138405,8,22,Yes,12,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,Vitamin D,Supplement,65,25,14,Medium,6,Summer,No,2025-09-17,Available,9288382498,8,21,Yes,35,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,Azithromycin,Antibiotic,11,41,21,High,3,Rainy,Yes,2025-08-01,Low Stock,9931517117,8,23,No,22,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Crocin,Painkiller,79,26,13,Medium,2,Summer,No,2025-10-07,Available,9226749669,9,23,Yes,45,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Metformin,Diabetes,60,38,5,Low,6,Summer,No,2025-03-25,Available,9191653576,9,22,No,52,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Azithromycin,Antibiotic,67,46,7,Low,3,Summer,No,2025-02-03,Available,9741363667,8,22,No,50,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Dolo,Painkiller,52,42,11,Medium,4,Winter,No,2025-11-01,Available,9342080934,8,22,Yes,60,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Amoxicillin,Antibiotic,46,39,25,High,2,Rainy,Yes,2025-06-28,Available,9998534205,10,21,Yes,43,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Paracetamol,Painkiller,4,35,10,Medium,6,Summer,No,2025-04-27,Low Stock,9249165130,10,23,Yes,54,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Amoxicillin,Antibiotic,54,43,21,High,2,Winter,Yes,2025-12-09,Available,9540385293,10,21,No,17,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,17,29,11,Medium,3,Summer,No,2025-09-21,Low Stock,9276229402,9,22,Yes,29,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Cetrizine,Allergy,76,30,21,High,6,Rainy,Yes,2025-08-31,Available,9835946271,9,22,Yes,57,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Amoxicillin,Antibiotic,25,22,7,Low,5,Winter,No,2025-11-26,Available,9108005769,8,21,No,47,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Paracetamol,Painkiller,39,49,13,Medium,3,Rainy,No,2025-08-26,Low Stock,9692916910,9,21,Yes,35,24x7,2026-04-26 08:22:08.464303
